Regionskode,Regionsnavn,Kommunekode ,Kommunenavn,Ejerlavskode,Ejerlavsbetegnelse,Unikt navn
1083,Syddanmark,410,Middelfart Kommune,400554,"Sletterød By, Fjelsted","Sletterød By, Fjelsted"
1083,Syddanmark,480,Nordfyns Kommune,370853,"Slevstrup By, Uggerslev","Slevstrup By, Uggerslev"
1085,Sjælland,259,Køge Kommune,310355,"Slimminge By, Gørslev","Slimminge By, Gørslev"
1085,Sjælland,329,Ringsted Kommune,211156,"Slimminge Overdrev, Kværkeby","Slimminge Overdrev, Kværkeby"
1085,Sjælland,376,Guldborgsund Kommune,471953,"Sløsse By, V. Ulslev","Sløsse By, V. Ulslev"
1085,Sjælland,376,Guldborgsund Kommune,471759,"Sløsserup By, Toreby","Sløsserup By, Toreby"
1085,Sjælland,360,Lolland Kommune,490958,"Slotø, Sandby","Slotø, Sandby"
1085,Sjælland,330,Slagelse Kommune,251252,"Slots Bjergby By, Slots Bjergby","Slots Bjergby By, Slots Bjergby"
1084,Hovedstaden,400,Bornholms Kommune,2002256,"Slotslyngen, Allinge-Sandvig Jorder","Slotslyngen, Allinge-Sandvig Jorder"
1081,Nordjylland,860,Hjørring Kommune,541256,"Slotved, Sindal","Slotved, Sindal"
1083,Syddanmark,450,Nyborg Kommune,410754,"Slude By, Frørup","Slude By, Frørup"
1085,Sjælland,330,Slagelse Kommune,251352,"Sludstrup By, Sludstrup","Sludstrup By, Sludstrup"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1210953,"Slumstrup Hgd., Sædding","Slumstrup Hgd., Sædding"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1210951,"Slumstrup Mølle, Sædding","Slumstrup Mølle, Sædding"
1084,Hovedstaden,223,Hørsholm Kommune,130262,"Slutterup, Blovstrød","Slutterup, Blovstrød"
1085,Sjælland,326,Kalundborg Kommune,170953,"Smakkerup By, Viskinge","Smakkerup By, Viskinge"
1083,Syddanmark,580,Aabenraa Kommune,1520157,"Smedager, Bjolderup","Smedager, Bjolderup"
1082,Midtjylland,756,Ikast-Brande Kommune,1090268,"Smedebæk Mølle, Ejstrup","Smedebæk Mølle, Ejstrup"
1083,Syddanmark,561,Esbjerg Kommune,1290254,"Smedegård, Bramming","Smedegård, Bramming"
1082,Midtjylland,661,Holstebro Kommune,1191862,"Smedegård, Tvis","Smedegård, Tvis"
1082,Midtjylland,779,Skive Kommune,860559,"Smedemark By, Lihme","Smedemark By, Lihme"
1082,Midtjylland,727,Odder Kommune,1000455,"Smederup By, Gosmer","Smederup By, Gosmer"
1082,Midtjylland,671,Struer Kommune,720761,"Smerup By, Hvidbjerg","Smerup By, Hvidbjerg"
1085,Sjælland,320,Faxe Kommune,290952,"Smerup By, Smerup","Smerup By, Smerup"
1081,Nordjylland,840,Rebild Kommune,630254,"Smidie By, Bælum","Smidie By, Bælum"
1084,Hovedstaden,270,Gribskov Kommune,110258,"Smidstrup By, Blistrup","Smidstrup By, Blistrup"
1085,Sjælland,330,Slagelse Kommune,230258,"Smidstrup By, Eggeslevmagle","Smidstrup By, Eggeslevmagle"
1083,Syddanmark,630,Vejle Kommune,1130255,"Smidstrup By, Gadbjerg","Smidstrup By, Gadbjerg"
1083,Syddanmark,480,Nordfyns Kommune,380253,"Smidstrup By, Guldbjerg","Smidstrup By, Guldbjerg"
1084,Hovedstaden,223,Hørsholm Kommune,130752,"Smidstrup By, Rungsted","Smidstrup By, Rungsted"
1081,Nordjylland,860,Hjørring Kommune,560853,"Smidstrup By, Sejlstrup","Smidstrup By, Sejlstrup"
1083,Syddanmark,630,Vejle Kommune,1170551,"Smidstrup By, Smidstrup","Smidstrup By, Smidstrup"
1085,Sjælland,316,Holbæk Kommune,151058,"Smidstrup By, Soderup","Smidstrup By, Soderup"
1085,Sjælland,390,Vordingborg Kommune,260954,"Smidstrup Hovgårde By, Skibinge","Smidstrup Hovgårde By, Skibinge"
1082,Midtjylland,740,Silkeborg Kommune,1061551,"Sminge By, Voel","Sminge By, Voel"
1083,Syddanmark,540,Sønderborg Kommune,1540157,"Smøl, Broager","Smøl, Broager"
1082,Midtjylland,791,Viborg Kommune,821554,"Smollerup By, Smollerup","Smollerup By, Smollerup"
1083,Syddanmark,561,Esbjerg Kommune,2007572,"Smørpøt, Esbjerg Jorder","Smørpøt, Esbjerg Jorder"
1084,Hovedstaden,240,Egedal Kommune,21354,"Smørumnedre By, Smørum","Smørumnedre By, Smørum"
1084,Hovedstaden,240,Egedal Kommune,21355,"Smørumovre By, Smørum","Smørumovre By, Smørum"
1081,Nordjylland,840,Rebild Kommune,650354,"Smorup Præstegård, Brorstrup","Smorup Præstegård, Brorstrup"
1082,Midtjylland,791,Viborg Kommune,800153,"Snabegård, Almind","Snabegård, Almind"
1082,Midtjylland,740,Silkeborg Kommune,1091055,"Snabegård, Vrads","Snabegård, Vrads"
1081,Nordjylland,846,Mariagerfjord Kommune,870852,"Snæbum By, Snæbum","Snæbum By, Snæbum"
1082,Midtjylland,727,Odder Kommune,1001057,"Snærild By, Odder","Snærild By, Odder"
1085,Sjælland,316,Holbæk Kommune,151256,"Snævre By, Sdr. Jernløse","Snævre By, Sdr. Jernløse"
1083,Syddanmark,482,Langeland Kommune,460253,"Snaremose Sø, Fuglsbølle","Snaremose Sø, Fuglsbølle"
1084,Hovedstaden,101,Københavns Kommune,2000168,"Snarens Kvarter, København","Snarens Kvarter, København"
1083,Syddanmark,430,Faaborg-Midtfyn Kommune,441655,"Snarup By, Krarup","Snarup By, Krarup"
1081,Nordjylland,860,Hjørring Kommune,560752,"Snarup By, Rakkeby","Snarup By, Rakkeby"
1082,Midtjylland,751,Århus Kommune,990257,"Snåstrup Gde., Framlev","Snåstrup Gde., Framlev"
1083,Syddanmark,420,Assens Kommune,390357,"Snave By, Dreslette","Snave By, Dreslette"
1083,Syddanmark,440,Kerteminde Kommune,341158,"Snave By, Stubberup","Snave By, Stubberup"
1085,Sjælland,330,Slagelse Kommune,231953,"Snedinge Hgd., Ørslev","Snedinge Hgd., Ørslev"
1082,Midtjylland,706,Syddjurs Kommune,970458,"Snedkerhus, Feldballe","Snedkerhus, Feldballe"
1082,Midtjylland,706,Syddjurs Kommune,971356,"Snedkerhus, Tirstrup","Snedkerhus, Tirstrup"
1081,Nordjylland,787,Thisted Kommune,711055,"Snedsted By, Snedsted","Snedsted By, Snedsted"
1085,Sjælland,306,Odsherred Kommune,160564,"Sneglerup By, Grevinge","Sneglerup By, Grevinge"
1082,Midtjylland,657,Herning Kommune,1192253,"Snejbjerg By, Havnstrup","Snejbjerg By, Havnstrup"
1082,Midtjylland,657,Herning Kommune,1191458,"Snejbjerg By, Snejbjerg","Snejbjerg By, Snejbjerg"
1081,Nordjylland,787,Thisted Kommune,700253,"Snejstrup By, Jannerup","Snejstrup By, Jannerup"
1084,Hovedstaden,217,Helsingør Kommune,120256,"Snekkersten By, Egebæksvang","Snekkersten By, Egebæksvang"
1085,Sjælland,330,Slagelse Kommune,230352,"Snekkerup By, Fårdrup","Snekkerup By, Fårdrup"
1085,Sjælland,329,Ringsted Kommune,212055,"Snekkerup By, Vigersted","Snekkerup By, Vigersted"
1083,Syddanmark,561,Esbjerg Kommune,1300754,"Snepsgårde, Seem","Snepsgårde, Seem"
1082,Midtjylland,657,Herning Kommune,1191153,"Sneptrup Gde., Simmelkær","Sneptrup Gde., Simmelkær"
1085,Sjælland,326,Kalundborg Kommune,170853,"Snertinge By, Særslev","Snertinge By, Særslev"
1085,Sjælland,390,Vordingborg Kommune,280957,"Snertinge By, Sværdborg","Snertinge By, Sværdborg"
1085,Sjælland,390,Vordingborg Kommune,280958,"Snertinge Hgd., Sværdborg","Snertinge Hgd., Sværdborg"
1085,Sjælland,370,Næstved Kommune,261060,"Snesere By, Snesere","Snesere By, Snesere"
1085,Sjælland,370,Næstved Kommune,261061,"Snesere Torp By, Snesere","Snesere Torp By, Snesere"
1085,Sjælland,370,Næstved Kommune,240456,"Sneslev By, Førslev","Sneslev By, Førslev"
1083,Syddanmark,561,Esbjerg Kommune,1351453,"Sneumgård Hgd., Sneum","Sneumgård Hgd., Sneum"
1081,Nordjylland,860,Hjørring Kommune,540353,"Snevre By, Bjergby","Snevre By, Bjergby"
1083,Syddanmark,573,Varde Kommune,1340759,"Snittrup, Lunde","Snittrup, Lunde"
1083,Syddanmark,482,Langeland Kommune,450255,"Snøde Præstegård, Hou","Snøde Præstegård, Hou"
1083,Syddanmark,540,Sønderborg Kommune,1540453,"Snogbæk, Sottrup","Snogbæk, Sottrup"
1085,Sjælland,265,Roskilde Kommune,40953,"Snoldelev By, Snoldelev","Snoldelev By, Snoldelev"
1085,Sjælland,265,Roskilde Kommune,40954,"Snoldelev-Hastrup By, Snoldelev","Snoldelev-Hastrup By, Snoldelev"
1083,Syddanmark,573,Varde Kommune,1330558,"Snorup By, Tistrup","Snorup By, Tistrup"
1081,Nordjylland,851,Aalborg Kommune,610259,"Snorup, Bislev","Snorup, Bislev"
1084,Hovedstaden,250,Frederikssund Kommune,90452,"Snostrup By, Snostrup","Snostrup By, Snostrup"
1085,Sjælland,326,Kalundborg Kommune,170255,"Snuderup By, Bjergsted","Snuderup By, Bjergsted"
1081,Nordjylland,773,Morsø Kommune,731157,"Sø Hgd., Sejerslev","Sø Hgd., Sejerslev"
1083,Syddanmark,420,Assens Kommune,391553,"Sø Søby By, Søby","Sø Søby By, Søby"
1085,Sjælland,320,Faxe Kommune,210355,"Sø Torup By, Bråby","Sø Torup By, Bråby"
1082,Midtjylland,746,Skanderborg Kommune,1041053,"Søballe By, Veng","Søballe By, Veng"
1085,Sjælland,330,Slagelse Kommune,2001152,"Søbatteriet, Korsør Grunde","Søbatteriet, Korsør Grunde"
1085,Sjælland,340,Sorø Kommune,191253,"Sobjerg By, Skellebjerg","Sobjerg By, Skellebjerg"
1082,Midtjylland,756,Ikast-Brande Kommune,1190464,"Søbjerg Gde., Bording","Søbjerg Gde., Bording"
1083,Syddanmark,420,Assens Kommune,441553,"Søbo Hgd., Jordløse","Søbo Hgd., Jordløse"
1084,Hovedstaden,270,Gribskov Kommune,111061,"Søborg By, Søborg","Søborg By, Søborg"
1084,Hovedstaden,270,Gribskov Kommune,111062,"Søborg Sø, Søborg","Søborg Sø, Søborg"
1082,Midtjylland,707,Norddjurs Kommune,970255,"Søby By, Albøge","Søby By, Albøge"
1083,Syddanmark,479,Svendborg Kommune,430156,"Søby By, Bjerreby","Søby By, Bjerreby"
1082,Midtjylland,727,Odder Kommune,1000456,"Søby By, Gosmer","Søby By, Gosmer"
1082,Midtjylland,727,Odder Kommune,1000553,"Søby By, Gylling","Søby By, Gylling"
1082,Midtjylland,779,Skive Kommune,820954,"Søby By, Kobberup","Søby By, Kobberup"
1082,Midtjylland,657,Herning Kommune,1191065,"Søby By, Rind","Søby By, Rind"
1082,Midtjylland,706,Syddjurs Kommune,931752,"Søby By, Søby","Søby By, Søby (Syddjurs Kommune)"
1083,Syddanmark,492,Ærø Kommune,1320452,"Søby By, Søby","Søby By, Søby (Ærø Kommune)"
1082,Midtjylland,791,Viborg Kommune,820955,"Søby Mølle, Kobberup","Søby Mølle, Kobberup"
1083,Syddanmark,430,Faaborg-Midtfyn Kommune,351052,"Søby Søgård Hgd., Nr. Søby","Søby Søgård Hgd., Nr. Søby"
1083,Syddanmark,430,Faaborg-Midtfyn Kommune,442451,"Søby Søgård Hgd., Vejle","Søby Søgård Hgd., Vejle"
1082,Midtjylland,710,Favrskov Kommune,1061155,"Søbygård Hgd., Søby","Søbygård Hgd., Søby"
1083,Syddanmark,492,Ærø Kommune,1320453,"Søbygård, Søby","Søbygård, Søby"
1082,Midtjylland,740,Silkeborg Kommune,1060354,"Søbyvad, Gjern","Søbyvad, Gjern"
1082,Midtjylland,791,Viborg Kommune,751255,"Sødal Hgd., Rødding","Sødal Hgd., Rødding"
1082,Midtjylland,665,Lemvig Kommune,1261456,"Sodborg, Rom","Sodborg, Rom"
1083,Syddanmark,510,Haderslev Kommune,1420453,"Sode, Halk","Sode, Halk"
1084,Hovedstaden,169,Høje-Taastrup Kommune,30254,"Soderup By, Fløng","Soderup By, Fløng"
1085,Sjælland,316,Holbæk Kommune,151059,"Soderup By, Soderup","Soderup By, Soderup"
1083,Syddanmark,580,Aabenraa Kommune,1520256,"Søderup, Hjordkær","Søderup, Hjordkær"
1083,Syddanmark,430,Faaborg-Midtfyn Kommune,420860,"Sødinge By, Ringe","Sødinge By, Ringe"
1083,Syddanmark,630,Vejle kommune,1130760,"Sødover By, Nørup","Sødover By, Nørup"
1082,Midtjylland,730,Randers Kommune,880852,"Sødring By, Sødring","Sødring By, Sødring"
1082,Midtjylland,730,Randers Kommune,880853,"Sødringholm Hgd., Sødring","Sødringholm Hgd., Sødring"
1085,Sjælland,376,Guldborgsund Kommune,470953,"Soesmarke By, Majbølle","Soesmarke By, Majbølle"
1083,Syddanmark,430,Faaborg-Midtfyn Kommune,441656,"Søfælde By, Krarup","Søfælde By, Krarup"
1085,Sjælland,320,Faxe Kommune,210654,"Sofiedal Hgd., Freerslev","Sofiedal Hgd., Freerslev"
1085,Sjælland,320,Faxe Kommune,211660,"Sofiedal Hgd., Terslev","Sofiedal Hgd., Terslev"
1083,Syddanmark,580,Aabenraa Kommune,1500654,"Sofiedal, Tinglev","Sofiedal, Tinglev"
1081,Nordjylland,851,Aalborg Kommune,610453,"Sofiendal By, Hasseris","Sofiendal By, Hasseris"
1081,Nordjylland,851,Aalborg Kommune,611653,"Sofiendal By, Skalborg","Sofiendal By, Skalborg"
1083,Syddanmark,450,Nyborg Kommune,410957,"Sofienlund, Herrested","Sofienlund, Herrested"
1082,Midtjylland,710,Favrskov Kommune,1010651,"Søften By, Søften","Søften By, Søften"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1180452,"Søgård Hgd., Holmsland Klit","Søgård Hgd., Holmsland Klit"
1083,Syddanmark,482,Langeland Kommune,460657,"Søgård Hgd., Magleby","Søgård Hgd., Magleby"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1180851,"Søgård Hgd., Nysogn","Søgård Hgd., Nysogn"
1081,Nordjylland,787,Thisted Kommune,690654,"Søgård Sædegård, Nors","Søgård Sædegård, Nors"
1082,Midtjylland,779,Skive Kommune,850157,"Søgård, Åsted","Søgård, Åsted"
1081,Nordjylland,840,Rebild Kommune,610355,"Søgård, Buderup","Søgård, Buderup"
1082,Midtjylland,730,Randers Kommune,890356,"Søgård, Gassum","Søgård, Gassum"
1083,Syddanmark,580,Aabenraa Kommune,1530655,"Søgård, Kliplev","Søgård, Kliplev"
1083,Syddanmark,630,Vejle kommune,1130756,"Søgård, Nørup","Søgård, Nørup"
1082,Midtjylland,791,Viborg Kommune,750157,"Søgårde, Asmild","Søgårde, Asmild"
1081,Nordjylland,851,Aalborg Kommune,2005058,"Sohngårdsholm Hgd., Aalborg Jorder","Sohngårdsholm Hgd., Aalborg Jorder"
1084,Hovedstaden,210,Fredensborg Kommune,120162,"Søholm By, Asminderød","Søholm By, Asminderød"
1083,Syddanmark,420,Assens Kommune,391157,"Søholm Hgd., Køng","Søholm Hgd., Køng"
1085,Sjælland,336,Stevns Kommune,290853,"Søholm Hgd., Magleby-Stevns","Søholm Hgd., Magleby-Stevns"
1085,Sjælland,360,Lolland Kommune,481054,"Søholt Hgd., Krønge","Søholt Hgd., Krønge"
1082,Midtjylland,706,Syddjurs Kommune,970459,"Søholt, Feldballe","Søholt, Feldballe"
1082,Midtjylland,706,Syddjurs Kommune,970553,"Søholt, Fuglslev","Søholt, Fuglslev"
1081,Nordjylland,820,Vesthimmerlands Kommune,671351,"Søkbæk By, Ullits","Søkbæk By, Ullits"
1081,Nordjylland,773,Morsø Kommune,731353,"Solbjerg By, Solbjerg","Solbjerg By, Solbjerg (Morsø Kommune)"
1081,Nordjylland,840,Rebild Kommune,631153,"Solbjerg By, Solbjerg","Solbjerg By, Solbjerg (Rebild Kommune)"
1085,Sjælland,326,Kalundborg Kommune,191352,"Solbjerg By, Solbjerg","Solbjerg By, Solbjerg (Kalundborg Kommune)"
1082,Midtjylland,751,Århus Kommune,1030854,"Solbjerg By, Tiset","Solbjerg By, Tiset"
1081,Nordjylland,840,Rebild Kommune,631154,"Solbjerg Bys Enge, Solbjerg","Solbjerg Bys Enge, Solbjerg"
1083,Syddanmark,561,Esbjerg Kommune,2007573,"Solbjerg, Esbjerg Jorder","Solbjerg, Esbjerg Jorder"
1083,Syddanmark,550,Tønder Kommune,1500354,"Solderup, Hostrup","Solderup, Hostrup"
1082,Midtjylland,661,Holstebro Kommune,1191864,"Solds, Tvis","Solds, Tvis"
1082,Midtjylland,766,Hedensted Kommune,1121856,"Soleskov By, Ø. Snede","Soleskov By, Ø. Snede"
1083,Syddanmark,420,Assens Kommune,331556,"Solevad By, Verninge","Solevad By, Verninge"
1084,Hovedstaden,230,Rudersdal Kommune,13154,"Søllerød By, Ny Holte","Søllerød By, Ny Holte"
1084,Hovedstaden,230,Rudersdal Kommune,11452,"Søllerød By, Søllerød","Søllerød By, Søllerød"
1085,Sjælland,259,Køge Kommune,310559,"Søllerup By, Herfølge","Søllerup By, Herfølge"
1083,Syddanmark,430,Faaborg-Midtfyn Kommune,442852,"Sollerup, Ø. Hæsinge","Sollerup, Ø. Hæsinge"
1085,Sjælland,360,Lolland Kommune,501352,"Søllested By, Søllested","Søllested By, Søllested (Lolland Kommune)"
1083,Syddanmark,420,Assens Kommune,391654,"Søllested By, Søllested","Søllested By, Søllested (Assens Kommune)"
1085,Sjælland,360,Lolland Kommune,501353,"Søllestedgård, Søllested","Søllestedgård, Søllested"
1083,Syddanmark,430,Faaborg-Midtfyn Kommune,411453,"Søllinge By, Søllinge","Søllinge By, Søllinge"
1085,Sjælland,370,Næstved Kommune,261063,"Sølperup By, Snesere","Sølperup By, Snesere"
1085,Sjælland,269,Solrød Kommune,41051,"Solrød By, Solrød","Solrød By, Solrød"
1083,Syddanmark,550,Tønder Kommune,1490153,"Sølsted, Abild","Sølsted, Abild"
1083,Syddanmark,430,Faaborg-Midtfyn Kommune,440465,"Sølvbjerg, Brahetrolleborg","Sølvbjerg, Brahetrolleborg"
1085,Sjælland,390,Vordingborg Kommune,320758,"Sømarke By, Magleby","Sømarke By, Magleby"
1083,Syddanmark,510,Haderslev Kommune,1430954,"Sommersted Ejerlav, Sommersted","Sommersted Ejerlav, Sommersted"
1083,Syddanmark,461,Odense Kommune,2003866,"Sømose, Odense Jorder","Sømose, Odense Jorder"
1082,Midtjylland,671,Struer Kommune,721153,"Søndbjerg By, Søndbjerg","Søndbjerg By, Søndbjerg"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1181352,"Sønden Åen, Tim","Sønden Åen, Tim"
1083,Syddanmark,482,Langeland Kommune,460658,"Søndenbro By, Magleby","Søndenbro By, Magleby"
1082,Midtjylland,730,Randers Kommune,770952,"Sønderbæk By, Sønderbæk","Sønderbæk By, Sønderbæk"
1083,Syddanmark,510,Haderslev Kommune,1420557,"Sønderballe, Hoptrup","Sønderballe, Hoptrup"
1083,Syddanmark,540,Sønderborg Kommune,2008451,Sønderborg,Sønderborg
1081,Nordjylland,860,Hjørring Kommune,561664,"Sønderbroen, Vrejlev","Sønderbroen, Vrejlev"
1085,Sjælland,390,Vordingborg Kommune,320257,"Sønderby By, Borre","Sønderby By, Borre"
1085,Sjælland,360,Lolland Kommune,480752,"Sønderby By, Femø","Sønderby By, Femø"
1082,Midtjylland,766,Hedensted Kommune,1100453,"Sønderby By, Glud","Sønderby By, Glud"
1083,Syddanmark,530,Billund Kommune,1360261,"Sønderby By, Grindsted","Sønderby By, Grindsted"
1084,Hovedstaden,250,Frederikssund Kommune,70753,"Sønderby By, Selsø","Sønderby By, Selsø"
1083,Syddanmark,420,Assens Kommune,391752,"Sønderby By, Sønderby","Sønderby By, Sønderby"
1081,Nordjylland,787,Thisted Kommune,690952,"Sønderby By, Tved","Sønderby By, Tved"
1083,Syddanmark,540,Sønderborg Kommune,1550353,"Sønderby, Kegnæs","Sønderby, Kegnæs"
1083,Syddanmark,550,Tønder Kommune,1490255,"Sønderby, Møgeltønder","Sønderby, Møgeltønder"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1200556,"Sønderdiger By, Lyne","Sønderdiger By, Lyne"
1081,Nordjylland,787,Thisted Kommune,711254,"Sønderhå By, Sønderhå","Sønderhå By, Sønderhå"
1081,Nordjylland,810,Brønderslev Kommune,560956,"Sønderhaven, Serritslev","Sønderhaven, Serritslev"
1082,Midtjylland,779,Skive Kommune,860557,"Sønderhede By, Lihme","Sønderhede By, Lihme"
1082,Midtjylland,661,Holstebro Kommune,1240966,"Sønderhede, Sevel","Sønderhede, Sevel"
1083,Syddanmark,563,Fanø Kommune,1351651,"Sønderho By, Sønderho","Sønderho By, Sønderho"
1083,Syddanmark,561,Esbjerg Kommune,1290255,"Sønderhøe By, Bramming","Sønderhøe By, Bramming"
1081,Nordjylland,851,Aalborg Kommune,611254,"Sønderholm By, Sønderholm","Sønderholm By, Sønderholm"
1081,Nordjylland,810,Brønderslev Kommune,550564,"Sønderkærs Enge, Hellevad","Sønderkærs Enge, Hellevad"
1081,Nordjylland,810,Brønderslev Kommune,551457,"Sønderkærs Enge, Ørum","Sønderkærs Enge, Ørum"
1081,Nordjylland,820,Vesthimmerlands Kommune,651156,"Sønderlade By, Overlade","Sønderlade By, Overlade"
1082,Midtjylland,657,Herning Kommune,1190552,"Sønderlandet, Sdr. Felding","Sønderlandet, Sdr. Felding"
1082,Midtjylland,657,Herning Kommune,1191355,"Sønderlandet, Skarrild","Sønderlandet, Skarrild"
1081,Nordjylland,860,Hjørring Kommune,541355,"Sønderlev By, Skallerup","Sønderlev By, Skallerup"
1081,Nordjylland,820,Vesthimmerlands Kommune,651353,"Sønderlund Gde., Skivum","Sønderlund Gde., Skivum"
1082,Midtjylland,661,Holstebro Kommune,2007163,"Sønderlund, Holstebro Jorder","Sønderlund, Holstebro Jorder"
1083,Syddanmark,561,Esbjerg Kommune,2007657,"Søndermarken, Ribe Jorder","Søndermarken, Ribe Jorder"
1083,Syddanmark,630,Vejle Kommune,2006954,"Søndermarken, Vejle Jorder","Søndermarken, Vejle Jorder"
1081,Nordjylland,849,Jammerbugt Kommune,580357,"Søndermølle, Brovst","Søndermølle, Brovst"
1085,Sjælland,326,Kalundborg Kommune,191054,"Sønderød By, Reerslev","Sønderød By, Reerslev"
1082,Midtjylland,657,Herning Kommune,1191658,"Sønderos By, Sunds","Sønderos By, Sunds"
1083,Syddanmark,561,Esbjerg Kommune,1350658,"Sønderris, Guldager","Sønderris, Guldager"
1083,Syddanmark,573,Varde Kommune,1340760,"Søndersig By, Lunde","Søndersig By, Lunde"
1081,Nordjylland,860,Hjørring Kommune,540252,"Sønderskov By, Astrup","Sønderskov By, Astrup"
1083,Syddanmark,575,Vejen Kommune,1280252,"Sønderskov Hgd., Folding","Sønderskov Hgd., Folding"
1084,Hovedstaden,201,Allerød Kommune,130263,"Sønderskov, Blovstrød","Sønderskov, Blovstrød"
1083,Syddanmark,540,Sønderborg Kommune,1550856,"Sønderskov, Ulkebøl","Sønderskov, Ulkebøl"
1083,Syddanmark,480,Nordfyns Kommune,380953,"Søndersø By, Søndersø","Søndersø By, Søndersø"
1083,Syddanmark,480,Nordfyns Kommune,380954,"Søndersø Skovhuse, Søndersø","Søndersø Skovhuse, Søndersø"
1081,Nordjylland,820,Vesthimmerlands Kommune,651157,"Søndersø, Overlade","Søndersø, Overlade"
1084,Hovedstaden,190,Furesø Kommune,20958,"Søndersø, Værløse","Søndersø, Værløse"
1085,Sjælland,316,Holbæk Kommune,151357,"Søndersted By, Søndersted","Søndersted By, Søndersted"
1083,Syddanmark,630,Vejle Kommune,1120464,"Søndersthoved Hgd., Give","Søndersthoved Hgd., Give"
1085,Sjælland,316,Holbæk Kommune,150555,"Sønderstrup By, Kirke Eskilstrup","Sønderstrup By, Kirke Eskilstrup"
1081,Nordjylland,840,Rebild Kommune,611357,"Sønderup By, Sønderup","Sønderup By, Sønderup (Rebild Kommune)"
1085,Sjælland,330,Slagelse Kommune,251653,"Sønderup By, Sønderup","Sønderup By, Sønderup (Slagelse Kommune)"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1211156,"Sønderup Gde., Nr. Vium","Sønderup Gde., Nr. Vium"
1082,Midtjylland,791,Viborg Kommune,751453,"Sønderup, Vammen","Sønderup, Vammen"
1085,Sjælland,330,Slagelse Kommune,250160,"Sønderupsønder By, Boeslunde","Sønderupsønder By, Boeslunde"
1082,Midtjylland,727,Odder Kommune,1000758,"Sondrup By, Hundslund","Sondrup By, Hundslund"
1081,Nordjylland,820,Vesthimmerlands Kommune,651554,"Sondrup, Ulstrup","Sondrup, Ulstrup"
1085,Sjælland,306,Odsherred Kommune,160663,"Sonnerup By, Højby","Sonnerup By, Højby"
1084,Hovedstaden,260,Halsnæs Kommune,100255,"Sonnerup By, Kregme","Sonnerup By, Kregme"
1085,Sjælland,259,Køge Kommune,311057,"Sonnerup By, Sædder","Sonnerup By, Sædder"
1085,Sjælland,350,Lejre Kommune,60456,"Sonnerup Hgd., Kirke Hvalsø","Sonnerup Hgd., Kirke Hvalsø"
1082,Midtjylland,706,Syddjurs Kommune,950457,"Sophie-Amaliegård Skov, Hornslet","Sophie-Amaliegård Skov, Hornslet"
1082,Midtjylland,751,Århus Kommune,951057,"Sophie-Amaliegård, Todbjerg","Sophie-Amaliegård, Todbjerg"
1082,Midtjylland,746,Skanderborg Kommune,1040457,"Sophienlund, Fruering","Sophienlund, Fruering"
1085,Sjælland,330,Slagelse Kommune,231056,"Sørby Overdrev, Kirkerup","Sørby Overdrev, Kirkerup"
1085,Sjælland,330,Slagelse Kommune,251353,"Sørbylille By, Sludstrup","Sørbylille By, Sludstrup"
1085,Sjælland,330,Slagelse Kommune,231554,"Sørbymagle By, Sørbymagle","Sørbymagle By, Sørbymagle"
1085,Sjælland,330,Slagelse Kommune,231555,"Sørbymagle Overdrev, Sørbymagle","Sørbymagle Overdrev, Sørbymagle"
1081,Nordjylland,813,Frederikshavn Kommune,531055,"Sørig, Råbjerg","Sørig, Råbjerg"
1085,Sjælland,316,Holbæk Kommune,141057,"Sørninge By, Skamstrup","Sørninge By, Skamstrup"
1085,Sjælland,340,Sorø Kommune,2001551,Sorø Bygrunde,Sorø Bygrunde
1085,Sjælland,340,Sorø Kommune,2001552,Sorø Markjorder,Sorø Markjorder
1082,Midtjylland,740,Silkeborg Kommune,1060252,"Sorring By, Dallerup","Sorring By, Dallerup"
1085,Sjælland,330,Slagelse Kommune,251453,"Sorterup By, Sorterup","Sorterup By, Sorterup"
1085,Sjælland,376,Guldborgsund Kommune,510355,"Sortsø By, Gundslev","Sortsø By, Gundslev"
1081,Nordjylland,840,Rebild Kommune,610356,"Sørup By, Buderup","Sørup By, Buderup"
1085,Sjælland,376,Guldborgsund Kommune,510255,"Sørup By, Eskilstrup","Sørup By, Eskilstrup"
1084,Hovedstaden,210,Fredensborg Kommune,120354,"Sørup By, Grønholt","Sørup By, Grønholt"
1084,Hovedstaden,151,Ballerup Kommune,21152,"Sørup By, Måløv","Sørup By, Måløv"
1085,Sjælland,360,Lolland Kommune,482057,"Sørup By, Østofte","Sørup By, Østofte"
1085,Sjælland,370,Næstved Kommune,281059,"Sørup By, Toksværd","Sørup By, Toksværd"
1085,Sjælland,376,Guldborgsund Kommune,471954,"Sørup By, V. Ulslev","Sørup By, V. Ulslev"
1084,Hovedstaden,210,Fredensborg Kommune,120163,"Sørup Hegn, Asminderød","Sørup Hegn, Asminderød"
1085,Sjælland,329,Ringsted Kommune,211951,"Sørup Hgd., Vetterslev","Sørup Hgd., Vetterslev"
